MovieID,description,
1777,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",
1779,A spaceship is discovered under three hundred years&apos; worth of coral growth at the bottom of the ocean.,
1780,"A documentary focusing on the life of novelist and philosopher Ayn Rand, the author of the bestselling novels The Fountainhead and Atlas Shrugged and originator of the Objectivist philosophy.",
1781,"Dowd, who's IRA, escapes an Irish prison in a bloody jailbreak, making his way to New York City where he lives alone, avoids Irish hangouts, and works as a dishwasher. When a good deed gets him stabbed, one of the restaurant employees takes him in and finds him medical care. As Dowd recovers in the flat of Tulio and Tulio's sister Monica, he realizes that these Guatemalan exiles share his rebellious principles. When he learns they are planning a political assassination, he offers to help. His attraction to Monica contributes to his willingness to volunteer. However, the cops are closing in on him: can he make the hit, protect his new friends, and escape with Monica?",
1782,Del and Charlie pose as a gay couple so as to get cheaper health insurance. Things get difficult when they are invited to a gay party and Del meets a beautiful woman. Richard wants to get on a jury but is having trouble getting selec,
1783,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,
1784,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",
1785,A drug kingpin is released from prison and seeks to take total control of the criminal underworld in order to give back to the community.,
1787,Few know the story of how polio came to America in 1916 and grew into the frightening epidemics of the 1940&apos;s and 50&apos;s when the diseases crippled tens of thousands of children every summer.,
1788,"Humberto Fuentes is a wealthy doctor whose wife has recently died. In spite of the advice of his children, he takes a trip to visit his former students who now work in impoverished villages. His trip soon becomes a quest, politically",
1789,"Comprised of fifteen vignettes of varying lengths, The Sadness of Sex (1995) is about love, but more specifically about the phases of courtship that lead to the inevitable break-up.",
1791,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",
1792,"Jared (Tommy Lee Jones, Tommy Lee Jones) is a hot and experienced policeman. Recently, he received an important task to escort two felons, including mark (Wesley Snipes, Wesley Snipes), to the detention center in Missouri. It was a long and dangerous journey. At the same time, a man-made accident caused the plane to crash in the jungle. Mark rescued Jared, but then launched the escape operation. The government ordered Jared to arrest mark. In the process of pursuit, Jared gradually began to doubt the real intention of the government. Is mark really such a ferocious man? What is the real intention of the government to attach so much importance to him? Only mark, whose whereabouts are unknown, knows all the answers.",
1793,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,
1794,"Giles De&apos;Ath (Sir John Hurt) is a widower who doesn&apos;t like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everything about the movie and Ronnie. After that, ",
1795,"A middle-aged bar owner named lutio caused a family storm because of his homosexual tendency. His son Chava was bent on going to the United States to search for gold and invest in the land, and tried to encourage his good friend Abbe to go to the United States to search for gold with him, but Abbe had fallen in love with his neighbor daughter aimita and had no intention to go to the United States with him. One day, Chava couldn't bear it and hurt a little white face put together by his father. He fled in panic and begged his good friend Abbe to sneak into the United States to search for gold with him. Abbe also sneaked into the United States with Chava in order to get some money to marry his lover. Under the coercion of her mother, who was greedy for money, After Abe went to the United States to search for gold, he was forced to promise to marry a rich old man, but unexpectedly, the old man suddenly died on the eve of his marriage",
1796,"Three pro surfers - gifted Shane, once-great Mickey and rising young star Keoni travel to Madagascar, Bali and Hawaii in search for the ultimate wave.",
1797,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the cha",
1798,"Newlyweds move to the family thoroughbred horse ranch, where the husband&apos;s obsessive mother resolves to get rid of her new daughter-in-law.",
1799,A group of youngsters kidnap a respected Mafia figure.,
1801,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,
1804,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.",
